# transcript_id	gene_id	transcript_biotype	number_of_samples_in_which_the_gene_is_expressed
ENST00000250113 ENSG00000129245 protein_coding 16
ENST00000250124 ENSG00000129255 protein_coding 16
ENST00000250244 ENSG00000129354 protein_coding 11
ENST00000250340 ENSG00000105472 protein_coding 14
ENST00000250378 ENSG00000092009 protein_coding 3
ENST00000250405 ENSG00000129473 protein_coding 16
ENST00000250454 ENSG00000129518 protein_coding 16
ENST00000250693 ENSG00000129744 protein_coding 1
ENST00000250896 ENSG00000099875 protein_coding 16
ENST00000250916 ENSG00000129911 protein_coding 16
ENST00000250937 ENSG00000129932 protein_coding 16
ENST00000251030 ENSG00000102763 protein_coding 16
ENST00000251047 ENSG00000074695 protein_coding 16
ENST00000251089 ENSG00000013523 protein_coding 16
ENST00000251170 ENSG00000103184 protein_coding 8
ENST00000251287 ENSG00000099822 protein_coding 2
ENST00000251289 ENSG00000065268 protein_coding 16
ENST00000251343 ENSG00000100441 protein_coding 16
ENST00000251412 ENSG00000037042 protein_coding 16
ENST00000251413 ENSG00000131462 protein_coding 16
ENST00000251453 ENSG00000105193 protein_coding 11
ENST00000251472 ENSG00000105613 protein_coding 2
ENST00000251473 ENSG00000105520 protein_coding 16
ENST00000251691 ENSG00000112379 protein_coding 13
ENST00000251775 ENSG00000114520 protein_coding 16
ENST00000251849 ENSG00000132155 protein_coding 16
ENST00000252085 ENSG00000253159 protein_coding 14
ENST00000252087 ENSG00000240764 protein_coding 3
ENST00000252244 ENSG00000167768 protein_coding 5
ENST00000252245 ENSG00000170454 protein_coding 2
ENST00000252252 ENSG00000185479 protein_coding 3
ENST00000252288 ENSG00000130005 protein_coding 16
ENST00000252321 ENSG00000130037 protein_coding 13
ENST00000252338 ENSG00000130054 protein_coding 5
ENST00000252445 ENSG00000130165 protein_coding 16
ENST00000252456 ENSG00000130176 protein_coding 15
ENST00000252485 ENSG00000130202 protein_coding 16
ENST00000252486 ENSG00000130203 protein_coding 15
ENST00000252491 ENSG00000130208 protein_coding 6
ENST00000252590 ENSG00000130300 protein_coding 15
ENST00000252595 ENSG00000130304 protein_coding 16
ENST00000252599 ENSG00000130309 protein_coding 16
ENST00000252602 ENSG00000130312 protein_coding 16
ENST00000252603 ENSG00000130313 protein_coding 16
ENST00000252622 ENSG00000130332 protein_coding 16
ENST00000252669 ENSG00000130377 protein_coding 10
ENST00000252674 ENSG00000130382 protein_coding 16
ENST00000252723 ENSG00000130427 protein_coding 2
ENST00000252744 ENSG00000130449 protein_coding 16
ENST00000252773 ENSG00000130477 protein_coding 2
ENST00000252809 ENSG00000130513 protein_coding 12
ENST00000252816 ENSG00000130520 protein_coding 16
ENST00000252818 ENSG00000130522 protein_coding 16
ENST00000252891 ENSG00000105245 protein_coding 15
ENST00000252998 ENSG00000130701 protein_coding 4
ENST00000253023 ENSG00000130725 protein_coding 16
ENST00000253031 ENSG00000130733 protein_coding 16
ENST00000253047 ENSG00000130748 protein_coding 14
ENST00000253048 ENSG00000130749 protein_coding 16
ENST00000253054 ENSG00000130755 protein_coding 16
ENST00000253055 ENSG00000130758 protein_coding 15
ENST00000253063 ENSG00000130766 protein_coding 16
ENST00000253108 ENSG00000130811 protein_coding 16
ENST00000253109 ENSG00000130812 protein_coding 6
ENST00000253188 ENSG00000130876 protein_coding 6
ENST00000253237 ENSG00000105447 protein_coding 16
ENST00000253407 ENSG00000131094 protein_coding 7
ENST00000253410 ENSG00000131097 protein_coding 14
ENST00000253435 ENSG00000131126 protein_coding 1
ENST00000253462 ENSG00000131153 protein_coding 5
ENST00000253699 ENSG00000131381 protein_coding 16
ENST00000253719 ENSG00000131400 protein_coding 13
ENST00000253727 ENSG00000131408 protein_coding 16
ENST00000253778 ENSG00000131459 protein_coding 15
ENST00000253788 ENSG00000131469 protein_coding 16
ENST00000253794 ENSG00000131475 protein_coding 16
ENST00000253796 ENSG00000131477 protein_coding 15
ENST00000253801 ENSG00000131482 protein_coding 2
ENST00000253812 ENSG00000254245 protein_coding 11
ENST00000253814 ENSG00000131507 protein_coding 16
ENST00000254101 ENSG00000131791 protein_coding 16
ENST00000254166 ENSG00000131849 protein_coding 15
ENST00000254227 ENSG00000131910 protein_coding 6
ENST00000254262 ENSG00000131944 protein_coding 7
ENST00000254301 ENSG00000131981 protein_coding 16
ENST00000254322 ENSG00000132002 protein_coding 16
ENST00000254325 ENSG00000132005 protein_coding 16
ENST00000254337 ENSG00000132017 protein_coding 16
ENST00000254351 ENSG00000115884 protein_coding 6
ENST00000254466 ENSG00000132139 protein_coding 4
ENST00000254480 ENSG00000173473 protein_coding 16
ENST00000254488 ENSG00000132164 protein_coding 2
ENST00000254691 ENSG00000132357 protein_coding 16
ENST00000254718 ENSG00000132382 protein_coding 16
ENST00000254719 ENSG00000132383 protein_coding 16
ENST00000254722 ENSG00000132386 protein_coding 16
ENST00000254770 ENSG00000132434 protein_coding 16
ENST00000254803 ENSG00000132467 protein_coding 16
ENST00000254806 ENSG00000132471 protein_coding 16
ENST00000254810 ENSG00000132475 protein_coding 16
ENST00000254816 ENSG00000132481 protein_coding 16
ENST00000254846 ENSG00000132510 protein_coding 16
ENST00000254854 ENSG00000132518 protein_coding 7
ENST00000254958 ENSG00000101384 protein_coding 16
ENST00000254998 ENSG00000132661 protein_coding 16
ENST00000255040 ENSG00000132703 protein_coding 2
ENST00000255082 ENSG00000132744 protein_coding 4
ENST00000255174 ENSG00000132823 protein_coding 16
ENST00000255198 ENSG00000132846 protein_coding 16
ENST00000255224 ENSG00000132872 protein_coding 5
ENST00000255304 ENSG00000132952 protein_coding 16
ENST00000255381 ENSG00000141048 protein_coding 4
ENST00000255403 ENSG00000214899 protein_coding 15
ENST00000255416 ENSG00000133055 protein_coding 7
ENST00000255608 ENSG00000133243 protein_coding 16
ENST00000255641 ENSG00000133275 protein_coding 16
ENST00000255695 ENSG00000133328 protein_coding 3
ENST00000255759 ENSG00000133393 protein_coding 16
ENST00000255764 ENSG00000133398 protein_coding 16
ENST00000256015 ENSG00000133639 protein_coding 16
ENST00000256108 ENSG00000133731 protein_coding 16
ENST00000256178 ENSG00000133800 protein_coding 16
ENST00000256246 ENSG00000133863 protein_coding 2
ENST00000256257 ENSG00000133874 protein_coding 16
ENST00000256261 ENSG00000133878 protein_coding 13
ENST00000256319 ENSG00000133935 protein_coding 16
ENST00000256367 ENSG00000133985 protein_coding 16
ENST00000256389 ENSG00000134007 protein_coding 3
ENST00000256413 ENSG00000134030 protein_coding 16
ENST00000256429 ENSG00000134046 protein_coding 16
ENST00000256433 ENSG00000134049 protein_coding 16
ENST00000256458 ENSG00000134070 protein_coding 15
ENST00000256495 ENSG00000134107 protein_coding 16
ENST00000256497 ENSG00000134109 protein_coding 16
ENST00000256545 ENSG00000134153 protein_coding 16
ENST00000256637 ENSG00000134243 protein_coding 16
ENST00000256646 ENSG00000134250 protein_coding 16
ENST00000256682 ENSG00000134287 protein_coding 16
ENST00000256689 ENSG00000134294 protein_coding 16
ENST00000256759 ENSG00000134363 protein_coding 14
ENST00000256854 ENSG00000134440 protein_coding 16
ENST00000256861 ENSG00000123243 protein_coding 14
ENST00000257017 ENSG00000134594 protein_coding 12
ENST00000257192 ENSG00000134760 protein_coding 4
ENST00000257267 ENSG00000134830 protein_coding 10
ENST00000257290 ENSG00000134853 protein_coding 15
ENST00000257408 ENSG00000134962 protein_coding 7
ENST00000257552 ENSG00000135097 protein_coding 4
ENST00000257663 ENSG00000135211 protein_coding 16
ENST00000257776 ENSG00000135324 protein_coding 13
ENST00000257787 ENSG00000135334 protein_coding 16
ENST00000257832 ENSG00000135374 protein_coding 3
ENST00000257836 ENSG00000135378 protein_coding 15
ENST00000257863 ENSG00000135409 protein_coding 2
ENST00000257868 ENSG00000135414 protein_coding 16
ENST00000257940 ENSG00000135482 protein_coding 16
ENST00000257963 ENSG00000135503 protein_coding 16
ENST00000258083 ENSG00000135617 protein_coding 16
ENST00000258169 ENSG00000135698 protein_coding 16
ENST00000258243 ENSG00000135763 protein_coding 16
ENST00000258341 ENSG00000135862 protein_coding 16
ENST00000258349 ENSG00000135870 protein_coding 16
ENST00000258383 ENSG00000135900 protein_coding 16
ENST00000258405 ENSG00000135919 protein_coding 11
ENST00000258411 ENSG00000135925 protein_coding 4
ENST00000258418 ENSG00000135932 protein_coding 16
ENST00000258455 ENSG00000135972 protein_coding 16
ENST00000258457 ENSG00000135974 protein_coding 16
ENST00000258662 ENSG00000136159 protein_coding 16
ENST00000258739 ENSG00000136240 protein_coding 16
ENST00000258874 ENSG00000136371 protein_coding 16
ENST00000258888 ENSG00000136383 protein_coding 14
ENST00000258909 ENSG00000136404 nonsense_mediated_decay 14
ENST00000258947 ENSG00000136436 protein_coding 16
ENST00000258955 ENSG00000136444 protein_coding 16
ENST00000258960 ENSG00000136448 protein_coding 16
ENST00000258962 ENSG00000136450 protein_coding 16
ENST00000258963 ENSG00000136451 protein_coding 16
ENST00000258975 ENSG00000136463 protein_coding 16
ENST00000258991 ENSG00000136478 protein_coding 16
ENST00000259006 ENSG00000136490 protein_coding 14
ENST00000259008 ENSG00000136492 protein_coding 6
ENST00000259030 ENSG00000136514 protein_coding 14
ENST00000259056 ENSG00000136542 protein_coding 3
ENST00000259400 ENSG00000136874 protein_coding 16
ENST00000259407 ENSG00000136881 protein_coding 2
ENST00000259455 ENSG00000136928 protein_coding 4
ENST00000259456 ENSG00000136929 protein_coding 4
ENST00000259467 ENSG00000136940 protein_coding 16
ENST00000259470 ENSG00000136943 protein_coding 3
ENST00000259477 ENSG00000136950 protein_coding 9
ENST00000259512 ENSG00000136986 protein_coding 16
ENST00000259526 ENSG00000136999 protein_coding 16
ENST00000259569 ENSG00000137040 protein_coding 16
ENST00000259607 ENSG00000137077 protein_coding 14
ENST00000259803 ENSG00000137270 protein_coding 3
ENST00000259806 ENSG00000137273 protein_coding 12
ENST00000259939 ENSG00000137393 protein_coding 16
ENST00000259963 ENSG00000137414 protein_coding 16
ENST00000260010 ENSG00000137462 protein_coding 15
ENST00000260113 ENSG00000137558 protein_coding 11
ENST00000260227 ENSG00000137673 protein_coding 6
ENST00000260228 ENSG00000137674 protein_coding 1
ENST00000260229 ENSG00000137675 protein_coding 3
ENST00000260247 ENSG00000137692 protein_coding 6
ENST00000260270 ENSG00000137714 protein_coding 16
ENST00000260372 ENSG00000137814 protein_coding 16
ENST00000260386 ENSG00000137825 protein_coding 4
ENST00000260408 ENSG00000137845 protein_coding 16
ENST00000260442 ENSG00000137875 protein_coding 4
ENST00000260506 ENSG00000137942 protein_coding 15
ENST00000260585 ENSG00000138018 protein_coding 16
ENST00000260641 ENSG00000138071 protein_coding 16
ENST00000260682 ENSG00000138109 protein_coding 2
ENST00000260702 ENSG00000138131 protein_coding 14
ENST00000260731 ENSG00000138160 protein_coding 14
ENST00000260746 ENSG00000138175 protein_coding 16
ENST00000260843 ENSG00000138271 protein_coding 3
ENST00000260950 ENSG00000138379 protein_coding 7
ENST00000260952 ENSG00000138381 protein_coding 16
ENST00000260970 ENSG00000138398 protein_coding 16
ENST00000261017 ENSG00000138443 protein_coding 16
ENST00000261058 ENSG00000138483 protein_coding 2
ENST00000261172 ENSG00000083782 protein_coding 1
ENST00000261177 ENSG00000110900 protein_coding 12
ENST00000261195 ENSG00000111713 protein_coding 8
ENST00000261200 ENSG00000069431 protein_coding 15
ENST00000261211 ENSG00000059758 protein_coding 16
ENST00000261233 ENSG00000090376 protein_coding 16
ENST00000261254 ENSG00000118971 protein_coding 16
ENST00000261263 ENSG00000080371 protein_coding 16
ENST00000261267 ENSG00000090382 protein_coding 16
ENST00000261292 ENSG00000101670 protein_coding 13
ENST00000261296 ENSG00000088451 protein_coding 16
ENST00000261304 ENSG00000054983 protein_coding 16
ENST00000261318 ENSG00000111412 protein_coding 15
ENST00000261326 ENSG00000075643 protein_coding 11
ENST00000261332 ENSG00000172466 protein_coding 16
ENST00000261349 ENSG00000070018 protein_coding 15
ENST00000261369 ENSG00000064652 protein_coding 16
ENST00000261401 ENSG00000110880 protein_coding 16
ENST00000261405 ENSG00000110799 protein_coding 16
ENST00000261438 ENSG00000109787 protein_coding 16
ENST00000261441 ENSG00000081019 protein_coding 16
ENST00000261461 ENSG00000066027 protein_coding 16
ENST00000261489 ENSG00000102804 protein_coding 16
ENST00000261537 ENSG00000101752 protein_coding 16
ENST00000261558 ENSG00000053770 protein_coding 16
ENST00000261560 ENSG00000118620 protein_coding 14
ENST00000261574 ENSG00000065150 protein_coding 16
ENST00000261590 ENSG00000046604 protein_coding 14
ENST00000261593 ENSG00000134758 protein_coding 15
ENST00000261596 ENSG00000101577 protein_coding 16
ENST00000261600 ENSG00000079134 protein_coding 16
ENST00000261636 ENSG00000120805 protein_coding 16
ENST00000261652 ENSG00000240505 protein_coding 4
ENST00000261653 ENSG00000111450 protein_coding 16
ENST00000261658 ENSG00000103429 protein_coding 16
ENST00000261667 ENSG00000102753 protein_coding 16
ENST00000261714 ENSG00000108578 protein_coding 16
ENST00000261716 ENSG00000160551 protein_coding 16
ENST00000261721 ENSG00000064726 protein_coding 16
ENST00000261726 ENSG00000111249 protein_coding 4
ENST00000261751 ENSG00000117971 protein_coding 2
ENST00000261758 ENSG00000117899 protein_coding 16
ENST00000261772 ENSG00000090861 protein_coding 16
ENST00000261778 ENSG00000103047 protein_coding 16
ENST00000261796 ENSG00000127743 protein_coding 5
ENST00000261797 ENSG00000070614 protein_coding 16
ENST00000261798 ENSG00000113712 protein_coding 16
ENST00000261811 ENSG00000120306 protein_coding 16
ENST00000261862 ENSG00000187720 protein_coding 15
ENST00000261867 ENSG00000104154 protein_coding 16
ENST00000261868 ENSG00000104131 protein_coding 16
ENST00000261875 ENSG00000074696 protein_coding 16
ENST00000261883 ENSG00000138615 protein_coding 14
ENST00000261893 ENSG00000103642 protein_coding 16
ENST00000261900 ENSG00000129315 protein_coding 16
ENST00000261917 ENSG00000138622 protein_coding 3
ENST00000261937 ENSG00000037280 protein_coding 12
ENST00000261942 ENSG00000113194 protein_coding 16
ENST00000261978 ENSG00000119681 protein_coding 16
ENST00000262017 ENSG00000259207 protein_coding 16
ENST00000262031 ENSG00000076067 protein_coding 16
ENST00000262041 ENSG00000106511 protein_coding 13
ENST00000262053 ENSG00000123268 protein_coding 16
ENST00000262061 ENSG00000111481 protein_coding 16
ENST00000262065 ENSG00000108960 protein_coding 16
ENST00000262067 ENSG00000106537 protein_coding 16
ENST00000262077 ENSG00000124789 protein_coding 16
ENST00000262094 ENSG00000041353 protein_coding 12
ENST00000262120 ENSG00000128791 protein_coding 16
ENST00000262126 ENSG00000101745 protein_coding 16
ENST00000262138 ENSG00000075461 protein_coding 4
ENST00000262139 ENSG00000070540 protein_coding 16
ENST00000262177 ENSG00000105993 protein_coding 14
ENST00000262213 ENSG00000067167 protein_coding 16
ENST00000262225 ENSG00000086598 protein_coding 16
ENST00000262238 ENSG00000100811 protein_coding 16
ENST00000262241 ENSG00000089902 protein_coding 16
ENST00000262244 ENSG00000120162 protein_coding 16
ENST00000262259 ENSG00000105497 protein_coding 16
ENST00000262265 ENSG00000104872 protein_coding 16
ENST00000262288 ENSG00000121064 protein_coding 16
ENST00000262291 ENSG00000062716 protein_coding 16
ENST00000262293 ENSG00000068489 protein_coding 12
ENST00000262340 ENSG00000116745 protein_coding 4
ENST00000262352 ENSG00000106688 protein_coding 15
ENST00000262415 ENSG00000067596 protein_coding 16
ENST00000262424 ENSG00000103196 protein_coding 16
ENST00000262426 ENSG00000103241 protein_coding 12
ENST00000262435 ENSG00000108854 protein_coding 3
ENST00000262455 ENSG00000023318 protein_coding 16
ENST00000262461 ENSG00000064651 protein_coding 16
ENST00000262482 ENSG00000108523 protein_coding 16
ENST00000262519 ENSG00000099381 protein_coding 16
ENST00000262525 ENSG00000102870 protein_coding 16
ENST00000262593 ENSG00000101134 protein_coding 13
ENST00000262623 ENSG00000105675 protein_coding 3
ENST00000262631 ENSG00000105711 protein_coding 16
ENST00000262637 ENSG00000105261 protein_coding 2
ENST00000262644 ENSG00000104331 protein_coding 16
ENST00000262717 ENSG00000101542 protein_coding 4
ENST00000262719 ENSG00000081913 protein_coding 16
ENST00000262768 ENSG00000035862 protein_coding 16
ENST00000262776 ENSG00000108679 protein_coding 16
ENST00000262803 ENSG00000005007 protein_coding 16
ENST00000262811 ENSG00000099308 protein_coding 15
ENST00000262817 ENSG00000105696 protein_coding 12
ENST00000262839 ENSG00000072315 protein_coding 3
ENST00000262866 ENSG00000101082 protein_coding 6
ENST00000262878 ENSG00000101347 protein_coding 16
ENST00000262919 ENSG00000088812 protein_coding 16
ENST00000262946 ENSG00000127540 protein_coding 16
ENST00000262947 ENSG00000074842 protein_coding 16
ENST00000262958 ENSG00000060558 protein_coding 14
ENST00000262962 ENSG00000105248 protein_coding 16
ENST00000262971 ENSG00000105229 protein_coding 16
ENST00000262990 ENSG00000109445 protein_coding 16
ENST00000262999 ENSG00000109424 protein_coding 3
ENST00000263035 ENSG00000181192 protein_coding 16
ENST00000263045 ENSG00000096006 protein_coding 2
ENST00000263046 ENSG00000008196 protein_coding 3
ENST00000263063 ENSG00000107951 protein_coding 16
ENST00000263083 ENSG00000108963 protein_coding 16
ENST00000263084 ENSG00000214014 protein_coding 16
ENST00000263087 ENSG00000083457 protein_coding 16
ENST00000263088 ENSG00000129219 protein_coding 16
ENST00000263092 ENSG00000127804 protein_coding 16
ENST00000263093 ENSG00000083807 protein_coding 16
ENST00000263095 ENSG00000083844 protein_coding 16
